,id,listing_url,last_scraped,source,name,host_id,host_url,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,reviews_per_month
11804,1186198403705585599,https://www.airbnb.com/rooms/1186198403705585599,2025-06-20,city scrape,Mysigt vid Alexanderplatz,131765042,https://www.airbnb.com/users/show/131765042,Maria,2017-05-24,"Berlin, Germany",within an hour,100%,100%,t,,1.0,1.0,"['email', 'phone']",t,t,,Alexanderplatz,Mitte,52.51968060612848,13.426706241278085,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Pets allowed"", ""Cleaning products"", ""Wifi"", ""Bathtub"", ""Hair dryer"", ""Hot water"", ""Washer"", ""TV"", ""Smoke alarm"", ""Portable fans"", ""Central heating"", ""Kitchen"", ""Body soap""]",$75.00,1,365,1.0,365.0,2,2,2,167,16,202,15150.0,5.0,4.81,4.75,4.81,1.42
11814,1187422120343265668,https://www.airbnb.com/rooms/1187422120343265668,2025-06-21,previous scrape,Stilvolles Domizil in Berlin in zentraler Lage,28414186,https://www.airbnb.com/users/show/28414186,Boris,2015-02-26,"Berlin, Germany",,,100%,t,,1.0,1.0,"['email', 'phone', 'work_email']",t,t,,Parkviertel,Mitte,52.55316,13.34501,Entire rental unit,Entire home/apt,4,,1 bath,1.0,,"[""Iron"", ""Wifi"", ""Hot water"", ""Washer"", ""TV"", ""Freezer"", ""Smart lock"", ""Central heating"", ""Cooking basics"", ""Clothing storage: walk-in closet"", ""Elevator"", ""Baking sheet"", ""Paid street parking off premises"", ""Bathtub"", ""Self check-in"", ""Shower gel"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Ethernet connection"", ""Shampoo"", ""Body soap"", ""Long term stays allowed"", ""Single oven"", ""Hangers"", ""Microwave"", ""Hot water kettle"", ""Drying rack for clothing"", ""Essentials"", ""Coffee"", ""Extra pillows and blankets"", ""Hair dryer"", ""Other electric stove"", ""Dining table"", ""Room-darkening shades"", ""Toaster"", ""Dishwasher"", ""Kitchen"", ""Coffee maker: Nespresso"", ""Dishes and silverware""]",,3,60,3.0,60.0,0,0,0,0,19,239,,4.79,4.89,4.32,4.84,1.61
11820,1188326096260895085,https://www.airbnb.com/rooms/1188326096260895085,2025-06-21,city scrape,Wohnung in Berlin am Volkspark nahe des Ku'damms,586057285,https://www.airbnb.com/users/show/586057285,Dario,2024-06-27,,within a day,100%,73%,t,,1.0,2.0,"['email', 'phone']",t,t,,Volkspark Wilmersdorf,Charlottenburg-Wilm.,52.48512,13.32521,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Cleaning products"", ""Wifi"", ""Outdoor playground"", ""Free street parking"", ""Other gas stove"", ""Oven"", ""Hot water"", ""Washer"", ""TV"", ""Freezer"", ""Central heating"", ""Cooking basics"", ""Shower gel"", ""First aid kit"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Body soap"", ""Shampoo"", ""Hangers"", ""Fire extinguisher"", ""Kitchen"", ""Backyard"", ""Hot water kettle"", ""Drying rack for clothing"", ""Essentials"", ""Coffee"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Dishwasher"", ""Coffee maker"", ""Dining table"", ""Room-darkening shades"", ""Dedicated workspace"", ""Clothing storage: wardrobe"", ""Dishes and silverware""]",$133.00,3,12,3.0,12.0,13,24,31,31,23,255,33915.0,5.0,4.96,4.96,4.83,1.94
11830,1189235358069279342,https://www.airbnb.com/rooms/1189235358069279342,2025-06-21,city scrape,Grand design apartment Mauerpark,66743518,https://www.airbnb.com/users/show/66743518,Daniel James,2016-04-11,"Berlin, Germany",within an hour,100%,86%,t,,2.0,4.0,"['email', 'phone']",t,t,,Helmholtzplatz,Pankow,52.5437288583669,13.412959809588012,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Iron"", ""Wifi"", ""Oven"", ""Hot water"", ""Washer"", ""TV"", ""Freezer"", ""Cooking basics"", ""Bathtub"", ""Shower gel"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Shampoo"", ""Body soap"", ""Microwave"", ""Stove"", ""Hair dryer"", ""Heating"", ""Dining table"", ""Dishwasher"", ""Kitchen"", ""Wine glasses"", ""Dishes and silverware""]",$171.00,1,365,1.2,365.0,0,8,8,58,4,50,8550.0,5.0,5.0,4.75,4.75,0.37
11832,1189636367417368404,https://www.airbnb.com/rooms/1189636367417368404,2025-06-21,city scrape,Central & quiet family home,142745398,https://www.airbnb.com/users/show/142745398,Irina,2017-07-27,"Berlin, Germany",within a few hours,86%,81%,t,,1.0,1.0,"['email', 'phone']",t,t,,Prenzlauer Berg Südwest,Pankow,52.5347569,13.4082903,Entire rental unit,Entire home/apt,7,2.0,2 baths,3.0,7.0,"[""Iron"", ""Cleaning products"", ""Wifi"", ""Oven"", ""Hot water"", ""Washer"", ""Dryer"", ""TV"", ""Freezer"", ""Outdoor furniture"", ""Baking sheet"", ""Shower gel"", ""Refrigerator"", ""Bed linens"", ""Body soap"", ""Shampoo"", ""Hangers"", ""Clothing storage"", ""Hot water kettle"", ""Essentials"", ""Stove"", ""Coffee"", ""Conditioner"", ""Host greets you"", ""Hair dryer"", ""Dishwasher"", ""Heating"", ""Dining table"", ""Room-darkening shades"", ""Dedicated workspace"", ""Blender"", ""Kitchen"", ""Wine glasses"", ""Dishes and silverware""]",$300.00,2,30,2.2,30.0,8,30,36,102,24,255,76500.0,4.88,4.92,4.83,4.67,2.06
11836,1190365662394819313,https://www.airbnb.com/rooms/1190365662394819313,2025-06-20,city scrape,Apartment im Zentrum,247444610,https://www.airbnb.com/users/show/247444610,Daria,2019-03-07,,within an hour,100%,100%,t,,1.0,4.0,"['email', 'phone']",t,t,,Moabit West,Mitte,52.52331662441167,13.338301955551348,Entire rental unit,Entire home/apt,5,1.0,1 bath,2.0,4.0,"[""Cleaning products"", ""Wifi"", ""Oven"", ""Hot water"", ""Washer"", ""Freezer"", ""Lockbox"", ""Outdoor furniture"", ""Patio or balcony"", ""Baking sheet"", ""Self check-in"", ""Shower gel"", ""Refrigerator"", ""Bed linens"", ""Body soap"", ""Shampoo"", ""Hangers"", ""Microwave"", ""Hot water kettle"", ""Stove"", ""Pets allowed"", ""Coffee"", ""Hair dryer"", ""Heating"", ""Kitchen"", ""Dishes and silverware""]",$133.00,3,365,2.9,365.0,7,29,42,205,40,255,33915.0,4.8,4.85,4.75,4.8,3.91
11838,1190952177328173572,https://www.airbnb.com/rooms/1190952177328173572,2025-06-21,city scrape,Central Berlin - Cozy Room,39933596,https://www.airbnb.com/users/show/39933596,Piero,2015-07-29,,within an hour,100%,70%,t,,1.0,1.0,"['email', 'phone']",t,t,,Alexanderplatz,Mitte,52.52586,13.41681,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Long term stays allowed"", ""Hangers"", ""Wifi"", ""Hair dryer"", ""Host greets you"", ""Shower gel"", ""Hot water"", ""Lock on bedroom door"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Room-darkening shades"", ""Hot water kettle"", ""Central heating"", ""Dedicated workspace"", ""Essentials""]",$52.00,3,365,3.0,365.0,1,6,19,19,29,255,13260.0,4.97,4.97,4.97,5.0,5.96
11839,1191033331807899605,https://www.airbnb.com/rooms/1191033331807899605,2025-06-20,city scrape,Embrace Diversity @Nolli,586766530,https://www.airbnb.com/users/show/586766530,Chieng,2024-07-01,"Berlin, Germany",within an hour,100%,84%,t,,1.0,2.0,"['email', 'phone']",t,t,,Schöneberg-Nord,Tempelhof - Schöneberg,52.50016749499272,13.357903956009237,Private room in condo,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Iron"", ""Cleaning products"", ""Wifi"", ""Washer"", ""Hot water"", ""Freezer"", ""Bathtub"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Hangers"", ""Clothing storage"", ""Hot water kettle"", ""Host greets you"", ""Hair dryer"", ""Heating"", ""Room-darkening shades"", ""Dedicated workspace"", ""Wine glasses"", ""Dishes and silverware""]",$51.00,2,365,2.0,365.0,11,32,59,140,42,255,13005.0,4.9,4.86,4.93,4.71,3.62
11845,1191228362145599862,https://www.airbnb.com/rooms/1191228362145599862,2025-06-21,city scrape,Tiny-Apartment in bester Lage,586816224,https://www.airbnb.com/users/show/586816224,Iris Braun Und Christoph,2024-07-01,,within an hour,100%,100%,t,,3.0,3.0,"['email', 'phone']",t,f,"Berlin, Germany",Prenzlauer Berg Südwest,Pankow,52.5403558,13.4150934,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Wifi"", ""Keypad"", ""Other stove"", ""Laundromat nearby"", ""Hot water"", ""TV"", ""Freezer"", ""Cooking basics"", ""Pack \u2019n play/Travel crib - available upon request"", ""Paid street parking off premises"", ""Self check-in"", ""Shower gel"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Single level home"", ""Shampoo"", ""Hangers"", ""Fire extinguisher"", ""Microwave"", ""Hot water kettle"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Dining table"", ""Standalone high chair - available upon request"", ""Dishwasher"", ""Wine glasses"", ""Coffee maker: Nespresso"", ""Dishes and silverware""]",$124.00,3,365,3.0,365.0,1,28,53,184,46,255,31620.0,4.85,4.87,4.93,4.76,3.95
11847,1191284075980030718,https://www.airbnb.com/rooms/1191284075980030718,2025-06-21,city scrape,3 Rooms Flat Museuminsel Berlin-Mitte 7 Personen,563418004,https://www.airbnb.com/users/show/563418004,Ruslan,2024-02-22,,within an hour,100%,96%,t,,9.0,9.0,"['email', 'phone']",t,t,,Regierungsviertel,Mitte,52.51287809999999,13.4028694,Entire rental unit,Entire home/apt,7,1.0,1 bath,3.0,5.0,"[""Iron"", ""Cleaning products"", ""Wifi"", ""Hot water"", ""Washer"", ""TV"", ""Freezer"", ""Cooking basics"", ""Lockbox"", ""Baking sheet"", ""Self check-in"", ""Bathtub"", ""Pack \u2019n play/Travel crib"", ""Shower gel"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""High chair"", ""Crib"", ""Shampoo"", ""Body soap"", ""Hangers"", ""Paid parking on premises"", ""Fire extinguisher"", ""Housekeeping - available at extra cost"", ""Clothing storage"", ""Microwave"", ""Portable fans"", ""Hot water kettle"", ""Drying rack for clothing"", ""Stove"", ""Pets allowed"", ""Coffee"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Coffee maker"", ""Heating"", ""Dining table"", ""Room-darkening shades"", ""Toaster"", ""Paid parking off premises"", ""Dedicated workspace"", ""Kitchen"", ""Wine glasses"", ""Dishes and silverware""]",$323.00,3,365,2.6,365.0,6,32,52,228,41,255,82365.0,4.8,4.73,4.9,4.76,3.49
11852,1191947640272924121,https://www.airbnb.com/rooms/1191947640272924121,2025-06-21,city scrape,Modernes Design für vier Gäste,586816224,https://www.airbnb.com/users/show/586816224,Iris Braun Und Christoph,2024-07-01,,within an hour,100%,100%,t,,3.0,3.0,"['email', 'phone']",t,f,"Berlin, Germany",Prenzlauer Berg Südwest,Pankow,52.5403558,13.4150934,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,3.0,"[""Wifi"", ""Keypad"", ""Other stove"", ""Oven"", ""Laundromat nearby"", ""Hot water"", ""TV"", ""Freezer"", ""Central heating"", ""Cooking basics"", ""Pack \u2019n play/Travel crib - available upon request"", ""Baking sheet"", ""Paid street parking off premises"", ""Self check-in"", ""Shower gel"", ""Smoke alarm"", ""Refrigerator"", ""Single level home"", ""Shampoo"", ""Hangers"", ""Fire extinguisher"", ""Hot water kettle"", ""Essentials"", ""Private entrance"", ""Hair dryer"", ""Dishwasher"", ""Dining table"", ""Standalone high chair - available upon request"", ""Dedicated workspace"", ""Kitchen"", ""Wine glasses"", ""Coffee maker: Nespresso"", ""Dishes and silverware""]",$195.00,3,365,3.0,365.0,5,15,38,158,58,255,49725.0,4.9,4.91,4.76,4.74,4.97
11854,1191974699728469898,https://www.airbnb.com/rooms/1191974699728469898,2025-06-21,city scrape,Oase der Ruhe in zentraler Lage,586816224,https://www.airbnb.com/users/show/586816224,Iris Braun Und Christoph,2024-07-01,,within an hour,100%,100%,t,,3.0,3.0,"['email', 'phone']",t,f,"Berlin, Germany",Prenzlauer Berg Südwest,Pankow,52.5403558,13.4150934,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Wifi"", ""Keypad"", ""Other stove"", ""Laundromat nearby"", ""Hot water"", ""TV"", ""Freezer"", ""Cooking basics"", ""Pack \u2019n play/Travel crib - available upon request"", ""Paid street parking off premises"", ""Self check-in"", ""Shower gel"", ""First aid kit"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Shampoo"", ""Hangers"", ""Fire extinguisher"", ""Microwave"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Dining table"", ""Clothing storage: wardrobe"", ""Standalone high chair - available upon request"", ""Dishwasher"", ""Kitchen"", ""Wine glasses"", ""Coffee maker: Nespresso"", ""Dishes and silverware""]",$163.00,3,365,3.0,365.0,12,37,65,195,40,255,41565.0,4.9,4.88,4.88,4.65,3.43
11855,1192009212617211466,https://www.airbnb.com/rooms/1192009212617211466,2025-06-21,city scrape,cozy LOFT in Berlin's sky,321058927,https://www.airbnb.com/users/show/321058927,Jakub,2019-12-26,"Berlin, Germany",within an hour,100%,84%,t,,1.0,1.0,"['email', 'phone']",t,t,"Berlin, Germany",Regierungsviertel,Mitte,52.51078,13.39478,Entire loft,Entire home/apt,5,0.5,Half-bath,1.0,4.0,"[""Iron"", ""Ceiling fan"", ""Private patio or balcony"", ""Cleaning products"", ""Wifi"", ""Klarstein  induction stove"", ""Laundromat nearby"", ""Hot water"", ""Washer"", ""TV"", ""Freezer"", ""City skyline view"", ""Central heating"", ""Cooking basics"", ""Lockbox"", ""Outdoor furniture"", ""Elevator"", ""Baking sheet"", ""Paid street parking off premises"", ""LG Bluetooth sound system"", ""Amica refrigerator"", ""Shower gel"", ""Self check-in"", ""Smoke alarm"", ""Clothing storage: closet"", ""Bed linens"", ""Single level home"", ""Body soap"", ""Shampoo"", ""Klarstein  stainless steel single oven"", ""Bidet"", ""Hangers"", ""Free dryer \u2013 In unit"", ""Coffee maker: espresso machine"", ""Hot water kettle"", ""Exterior security cameras on property"", ""Drying rack for clothing"", ""Essentials"", ""Board games"", ""Coffee"", ""Conditioner"", ""Extra pillows and blankets"", ""Hair dryer"", ""Dishwasher"", ""Dining table"", ""Toaster"", ""Dedicated workspace"", ""Blender"", ""Kitchen"", ""Wine glasses"", ""Dishes and silverware""]",$200.00,6,365,5.9,365.0,7,10,10,19,27,255,51000.0,5.0,5.0,4.96,4.89,2.6
11856,1192187641054518551,https://www.airbnb.com/rooms/1192187641054518551,2025-06-21,city scrape,Loft with view in vibrant Berlin Mitte!,587113556,https://www.airbnb.com/users/show/587113556,Sascha,2024-07-02,,within an hour,100%,100%,t,,1.0,1.0,"['email', 'phone']",t,t,,Brunnenstr. Süd,Mitte,52.5291612,13.3924158,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Iron"", ""Private patio or balcony"", ""Cleaning products"", ""Wifi"", ""Hot water"", ""TV"", ""Freezer"", ""Central heating"", ""Sun loungers"", ""Cooking basics"", ""Lockbox"", ""Bose  Bluetooth sound system"", ""Baking sheet"", ""Paid street parking off premises"", ""Self check-in"", ""Shower gel"", ""Carbon monoxide alarm"", ""First aid kit"", ""Smoke alarm"", ""Bed linens"", ""Housekeeping available from 9:00\u202fAM to 8:00\u202fPM, every day - available at extra cost"", ""Long term stays allowed"", ""The White Company  shampoo"", ""Hangers"", ""Fire extinguisher"", ""Other induction stove"", ""Free dryer \u2013 In unit"", ""Microwave"", ""Clothing storage: wardrobe and dresser"", ""Portable fans"", ""Hot water kettle"", ""Siemens refrigerator"", ""Backyard"", ""Drying rack for clothing"", ""Essentials"", ""The White Company body soap"", ""Books and reading material"", ""Private entrance"", ""Coffee"", ""Extra pillows and blankets"", ""Hair dryer"", ""Dining table"", ""Siemens stainless steel single oven"", ""Room-darkening shades"", ""Toaster"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Blender"", ""Outdoor dining area"", ""Kitchen"", ""Wine glasses"", ""Coffee maker: Nespresso"", ""Dishes and silverware""]",$174.00,2,365,2.0,365.0,0,9,18,251,54,255,44370.0,5.0,5.0,4.98,4.94,5.26
11870,1193559110353938411,https://www.airbnb.com/rooms/1193559110353938411,2025-06-21,city scrape,"Galerie, Dachterrasse, workation, Bad en suite",275744128,https://www.airbnb.com/users/show/275744128,Tobias,2019-07-13,"Berlin, Germany",within an hour,100%,99%,t,,12.0,13.0,"['email', 'phone']",t,t,,südliche Luisenstadt,Friedrichshain-Kreuzberg,52.49425682546205,13.435889735596607,Entire rental unit,Entire home/apt,8,4.0,4 baths,4.0,4.0,"[""Noise decibel monitors on property"", ""Private patio or balcony"", ""Other stove"", ""Oven"", ""Hot water"", ""TV"", ""Dryer"", ""Fast wifi \u2013 379 Mbps"", ""Freezer"", ""Central heating"", ""Record player"", ""Cooking basics"", ""Elevator"", ""Baking sheet"", ""Bathtub"", ""Carbon monoxide alarm"", ""First aid kit"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Window guards"", ""Body soap"", ""Hangers"", ""Fire extinguisher"", ""Microwave"", ""Portable fans"", ""Hot water kettle"", ""Drying rack for clothing"", ""Essentials"", ""Private entrance"", ""Books and reading material"", ""Coffee"", ""Host greets you"", ""Hair dryer"", ""Dishwasher"", ""Coffee maker"", ""Dining table"", ""Room-darkening shades"", ""Clothing storage: dresser"", ""Free washer \u2013 In unit"", ""Dedicated workspace"", ""Outdoor dining area"", ""Kitchen"", ""Wine glasses"", ""Dishes and silverware""]",$689.00,2,7,2.2,7.0,6,16,27,82,25,255,175695.0,4.92,4.84,4.88,4.84,2.38
11872,1193945628745797461,https://www.airbnb.com/rooms/1193945628745797461,2025-06-20,city scrape,Komfortabel Apartment with Hotel-Style AC,587470903,https://www.airbnb.com/users/show/587470903,Valeriy,2024-07-04,"Berlin, Germany",within an hour,100%,100%,t,,2.0,2.0,['phone'],t,t,,Neuköllner Mitte/Zentrum,Neukölln,52.48094,13.43413,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Iron"", ""Cleaning products"", ""Wifi"", ""Free street parking"", ""Washer"", ""Hot water"", ""Central heating"", ""Cooking basics"", ""Lockbox"", ""Electric stove"", ""50 inch TV with Amazon Prime Video"", ""Baking sheet"", ""Self check-in"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Shampoo"", ""Long term stays allowed"", ""Single oven"", ""Hangers"", ""Microwave"", ""Hot water kettle"", ""Drying rack for clothing"", ""AC - split type ductless system"", ""Private entrance"", ""Hair dryer"", ""Dining table"", ""Toaster"", ""Coffee maker: pour-over coffee"", ""Dishwasher"", ""Kitchen"", ""Wine glasses"", ""Dishes and silverware""]",$103.00,4,365,4.0,365.0,1,8,34,309,57,255,26265.0,4.84,4.89,4.58,4.72,5.07
11875,1194081483967541768,https://www.airbnb.com/rooms/1194081483967541768,2025-06-21,city scrape,Double Room Berlin City Center,239949285,https://www.airbnb.com/users/show/239949285,Brynhilda,2019-01-30,"Berlin, Germany",within an hour,100%,100%,t,,6.0,6.0,"['email', 'phone']",t,t,,Brunnenstr. Süd,Mitte,52.53670589999999,13.3968473,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Wifi"", ""Paid parking on premises"", ""Self check-in"", ""First aid kit"", ""Smoke alarm"", ""Lock on bedroom door"", ""Washer"", ""Dedicated workspace"", ""Kitchen"", ""Lockbox""]",$62.00,2,365,2.0,365.0,9,17,38,250,9,113,7006.0,4.89,5.0,5.0,4.56,0.93
11877,1194108406205324381,https://www.airbnb.com/rooms/1194108406205324381,2025-06-21,city scrape,Fascinating Room in Berlin Mitte,239949285,https://www.airbnb.com/users/show/239949285,Brynhilda,2019-01-30,"Berlin, Germany",within an hour,100%,100%,t,,6.0,6.0,"['email', 'phone']",t,t,,Brunnenstr. Süd,Mitte,52.53670589999999,13.3968473,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,2.0,"[""Wifi"", ""Paid parking on premises"", ""Self check-in"", ""First aid kit"", ""Smoke alarm"", ""Lock on bedroom door"", ""Washer"", ""Kitchen"", ""Lockbox""]",$66.00,2,365,2.0,365.0,12,27,45,254,5,63,4158.0,5.0,5.0,5.0,4.8,0.44
11878,1194117145583251842,https://www.airbnb.com/rooms/1194117145583251842,2025-06-21,city scrape,2 Rooms in 1 - Berlin Mitte,239949285,https://www.airbnb.com/users/show/239949285,Brynhilda,2019-01-30,"Berlin, Germany",within an hour,100%,100%,t,,6.0,6.0,"['email', 'phone']",t,t,,Brunnenstr. Süd,Mitte,52.53670589999999,13.3968473,Private room in rental unit,Private room,4,1.0,1 shared bath,2.0,3.0,"[""Wifi"", ""Oven"", ""Washer"", ""Hot water"", ""Lock on bedroom door"", ""Central heating"", ""Dedicated workspace"", ""Cooking basics"", ""Lockbox"", ""Self check-in"", ""First aid kit"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Paid parking on premises"", ""Microwave"", ""Hot water kettle"", ""Essentials"", ""Hair dryer"", ""Other electric stove"", ""Dining table"", ""Toaster"", ""Dishwasher"", ""Kitchen"", ""Wine glasses"", ""Dishes and silverware""]",$93.00,2,365,2.0,365.0,8,23,40,232,24,255,23715.0,4.79,4.92,4.96,4.71,2.16
11880,1194771481914136226,https://www.airbnb.com/rooms/1194771481914136226,2025-06-20,city scrape,Zimmer nördliches Marzahn,505075767,https://www.airbnb.com/users/show/505075767,Domenic Helmut,2023-03-12,"Berlin, Germany",within an hour,100%,54%,t,,2.0,2.0,"['email', 'phone']",t,t,,Marzahn-Mitte,Marzahn - Hellersdorf,52.5601829511199,13.55735900434198,Private room in rental unit,Private room,2,0.5,Shared half-bath,1.0,1.0,"[""Iron"", ""Wifi"", ""First aid kit"", ""Smoke alarm"", ""Lock on bedroom door"", ""TV"", ""Washer"", ""Dedicated workspace"", ""Kitchen""]",$56.00,1,365,1.0,365.0,0,25,55,235,2,25,1400.0,5.0,5.0,5.0,5.0,0.21
11881,1195676775216661163,https://www.airbnb.com/rooms/1195676775216661163,2025-06-20,city scrape,Kleine feine Altbauwohnung,143505952,https://www.airbnb.com/users/show/143505952,Katrin,2017-07-31,"Uebigau-Wahrenbrück, Germany",within an hour,100%,86%,t,,2.0,2.0,"['email', 'phone']",t,t,"Berlin, Germany",Schloßstr.,Steglitz - Zehlendorf,52.454984288296814,13.321817857504692,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Wifi"", ""Self check-in"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Lockbox"", ""Bed linens"", ""Room-darkening shades"", ""Central heating"", ""Essentials"", ""Kitchen"", ""Body soap""]",$81.00,2,365,2.3,365.0,1,8,8,63,28,255,20655.0,4.93,4.89,4.86,4.75,2.46
11883,1195752528327543281,https://www.airbnb.com/rooms/1195752528327543281,2025-06-20,city scrape,Designapartment im Kiez,137628348,https://www.airbnb.com/users/show/137628348,Tamila,2017-06-29,"Berlin, Germany",within a few hours,90%,58%,t,,1.0,1.0,"['email', 'phone']",t,t,,Baumschulenweg,Treptow - Köpenick,52.46374307041642,13.487099271931458,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Wifi"", ""Free street parking"", ""Washer"", ""Hot water"", ""TV"", ""Shared backyard"", ""Cooking basics"", ""Elevator"", ""Bathtub"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Hot water kettle"", ""Stove"", ""Hair dryer"", ""Coffee maker"", ""Heating"", ""Dining table"", ""Dishwasher"", ""Kitchen"", ""Dishes and silverware""]",$99.00,1,365,1.0,365.0,20,47,75,245,10,126,12474.0,4.9,5.0,4.7,4.7,0.88
11899,1196985140221727056,https://www.airbnb.com/rooms/1196985140221727056,2025-06-20,city scrape,Numa | Large Accessible Studio with Kitchenette,520290722,https://www.airbnb.com/users/show/520290722,Silvina,2023-06-16,,within an hour,100%,100%,t,,5.0,5.0,"['email', 'phone']",t,t,"Berlin, Germany",Kantstraße,Charlottenburg-Wilm.,52.50590219999999,13.3119574,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Iron"", ""Wifi"", ""Keypad"", ""Paid washer \u2013 In building"", ""Hot water"", ""TV"", ""Elevator"", ""Self check-in"", ""Shower gel"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Bed linens"", ""Paid parking off premises"", ""Single level home"", ""Crib"", ""Shampoo"", ""Body soap"", ""Long term stays allowed"", ""Hangers"", ""Safe"", ""Fire extinguisher"", ""Clothing storage"", ""Hot water kettle"", ""Exterior security cameras on property"", ""Drying rack for clothing"", ""Essentials"", ""Paid dryer \u2013 In building"", ""Kitchenette"", ""Coffee"", ""Conditioner"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Coffee maker"", ""Heating"", ""Mini fridge"", ""Room-darkening shades"", ""Air conditioning"", ""Dedicated workspace"", ""Wine glasses""]",$127.00,1,365,1.9,999.0,19,42,66,247,3,38,4826.0,4.67,4.33,4.67,4.33,0.31
11915,1197713839499186508,https://www.airbnb.com/rooms/1197713839499186508,2025-06-20,city scrape,Cosy 1-room-apartment in Berlin-Kreuzberg,229851354,https://www.airbnb.com/users/show/229851354,Andreas,2018-12-09,"Berlin, Germany",within an hour,100%,100%,t,,1.0,2.0,"['email', 'phone']",t,t,,Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,52.49265579999999,13.4155938,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,1.0,"[""Wifi"", ""Hot water"", ""Lock on bedroom door"", ""Shower gel"", ""Smoke alarm"", ""Bed linens"", ""Shampoo"", ""Body soap"", ""Long term stays allowed"", ""Microwave"", ""Hot water kettle"", ""Drying rack for clothing"", ""Coffee"", ""Shared patio or balcony"", ""Conditioner"", ""Extra pillows and blankets"", ""Piano"", ""Hair dryer"", ""Mini fridge"", ""Coffee maker: Nespresso"", ""Dishes and silverware""]",$94.00,3,365,3.5,365.0,4,11,34,99,27,255,23970.0,4.96,4.96,4.96,4.85,2.46
